iter	Logloss
291	0.1421462832
292	0.142110428
293	0.1420715798
294	0.1420228817
295	0.1419715674
296	0.1419400852
297	0.1418852539
298	0.1418531615
299	0.1418065022
300	0.1417675148
301	0.1417012605
302	0.1416464831
303	0.141608031
304	0.1415709789
305	0.1415464302
306	0.1414775054
307	0.1414534498
308	0.1414059041
309	0.1413757133
310	0.141342989
311	0.1413228245
312	0.1413073097
313	0.1412519902
314	0.1412040169
315	0.1411552849
316	0.1410888745
317	0.1409711255
318	0.1409326734
319	0.1409066259
320	0.1408601344
321	0.1408155501
322	0.1407835555
323	0.140742233
324	0.1407116145
325	0.1406237039
326	0.1405797543
327	0.1405560453
328	0.140479474
329	0.1404420457
330	0.1403702161
331	0.1403479028
332	0.14026358
333	0.1402485735
334	0.1401993619
335	0.1400969657
336	0.1400608899
337	0.1400171847
338	0.1399848634
339	0.1398995932
340	0.1398373368
341	0.1398092022
342	0.1397902005
343	0.1397532833
344	0.1397141104
345	0.1396810549
346	0.1396492299
347	0.1396347807
348	0.1396121039
349	0.1395773817
350	0.1395302843
351	0.1395033154
352	0.139473667
353	0.1394555322
354	0.1394285417
355	0.1394036858
356	0.1393652086
357	0.1393408115
358	0.1392983578
359	0.1392603025
360	0.1392076925
361	0.139168075
362	0.1391347449
363	0.1390934517
364	0.1390612507
365	0.1390363779
366	0.1390166195
367	0.1389891137
368	0.1389613741
369	0.1389489102
370	0.1388888392
371	0.1388758424
372	0.1388308204
373	0.1388030034
374	0.1387731967
375	0.1387254197
376	0.1386730673
377	0.1386557544
378	0.1385974306
379	0.1385786659
380	0.138555075
381	0.1385389521
382	0.1385087106
383	0.1384724366
384	0.1384256298
385	0.1383978294
386	0.1383361275
387	0.1383070354
388	0.1382797844
389	0.1382515717
390	0.1382267755
391	0.1381890206
392	0.1381508994
393	0.1381105008
394	0.1380287979
395	0.1380139588
396	0.1379972905
397	0.1379519549
398	0.1379338465
399	0.1378888628
400	0.1378516396
401	0.1378142732
402	0.1377870846
403	0.1377607117
404	0.1377125739
405	0.1376681892
406	0.1376534959
407	0.1376079384
408	0.1375899613
409	0.1375536508
410	0.1375317789
411	0.1374943253
412	0.1374719861
413	0.1374559347
414	0.1374204148
415	0.1373905475
416	0.1373642516
417	0.1373481521
418	0.1373334924
419	0.1373028875
420	0.1372582531
421	0.1372363462
422	0.1371995566
423	0.137183755
424	0.1371087954
425	0.1370772203
426	0.1370545819
427	0.1370402812
428	0.1370170534
429	0.1369885771
430	0.1369655559
431	0.1369448678
432	0.136912316
433	0.1368642269
434	0.1368426599
435	0.136806666
436	0.1367902414
437	0.1367777529
438	0.1367248266
439	0.1366992136
440	0.1366647054
441	0.1366379632
442	0.1366176244
443	0.136596316
444	0.1365717932
445	0.136542278
446	0.1365117735
447	0.1364621934
448	0.1364367637
449	0.1364131451
450	0.1363977355
451	0.1363657933
452	0.136348411
453	0.1363281613
454	0.1363029219
455	0.136279493
456	0.1362521368
457	0.1362400846
458	0.1362016575
459	0.1361820709
460	0.136158774
461	0.1361398912
462	0.1360846849
463	0.1360687638
464	0.1360354199
465	0.1359960604
466	0.1359811656
467	0.1359576953
468	0.1359349773
469	0.1358936314
470	0.135876983
471	0.1358612875
472	0.1358280256
473	0.135805887
474	0.1357926358
475	0.1357649067
476	0.1357526
477	0.1357470566
478	0.1357138488
479	0.1357046056
480	0.1356781384
481	0.1356778805
482	0.1356492598
483	0.1356323879
484	0.1355827598
485	0.1355592427
486	0.1355411951
487	0.1355126302
488	0.1354797545
489	0.1354649096
490	0.1354493601
491	0.1354267272
492	0.1354110665
493	0.1353750346
494	0.1353553714
495	0.1353069813
496	0.1352908131
497	0.1352577464
498	0.1352354886
499	0.1352224004
500	0.135195995
501	0.1351787419
502	0.1351444516
503	0.1351258374
504	0.1351194641
505	0.1350998965
506	0.135061001
507	0.1350135585
508	0.1349927887
509	0.1349741114
510	0.1349654096
511	0.1349358133
512	0.1349119752
513	0.1349050727
514	0.1348803502
515	0.1348562722
516	0.1348438716
517	0.1348278793
518	0.1348149638
519	0.1347932181
520	0.1347417335
521	0.1347296675
522	0.1347100299
523	0.1347012943
524	0.1346750459
525	0.1346305646
526	0.1346184604
527	0.1346038619
528	0.1345974284
529	0.1345746233
530	0.1345614522
531	0.1345357817
532	0.1345179181
533	0.1345055337
534	0.1344855413
535	0.1344563934
536	0.1344396503
537	0.1344214526
538	0.1344003086
539	0.134387765
540	0.1343700752
541	0.1343457008
542	0.1343240328
543	0.1343205266
544	0.134302254
545	0.134285351
546	0.1342756854
547	0.1342634563
548	0.1342520805
549	0.1342354553
550	0.1342177733
551	0.1342019823
552	0.1341819612
553	0.1341723954
554	0.1341653736
555	0.1341424676
556	0.1341025702
557	0.1340906501
558	0.1340782547
559	0.1340642992
560	0.1340412789
561	0.1340309544
562	0.1340142018
563	0.1340001998
564	0.1339548125
565	0.1339379956
566	0.1339259063
567	0.1339001243
568	0.1338785655
569	0.1338533586
570	0.1338428561
571	0.1338354753
572	0.1338086761
573	0.1337943198
574	0.1337709713
575	0.1337495575
576	0.1337308175
577	0.1337080909
578	0.1336973889
579	0.133687097
580	0.1336699506
581	0.1336632288
582	0.1336421277
583	0.1336332408
584	0.1336225403
585	0.1335934088
586	0.1335850538
587	0.1335715699
588	0.1335441415
589	0.1335232246
590	0.1335109489
591	0.1334926913
592	0.1334520022
593	0.1334438013
594	0.1334296754
595	0.1334240073
596	0.1334055666
597	0.13337267
598	0.1333587721
599	0.1333425632
600	0.1333300952
601	0.1333029605
602	0.1332909977
603	0.1332842743
604	0.1332544443
605	0.1332303507
606	0.1332146946
607	0.1331956544
608	0.133191081
609	0.1331826096
610	0.1331675096
611	0.1331584011
612	0.13315485
613	0.1331391523
614	0.1331335594
615	0.1331273061
616	0.133119747
617	0.1331089853
618	0.1330951445
619	0.1330725469
620	0.1330595334
621	0.1330453076
622	0.133025862
623	0.1330073418
624	0.1329831359
625	0.1329657496
626	0.1329526622
627	0.1329299569
628	0.1329274941
629	0.132892189
630	0.1328848366
631	0.1328676164
632	0.132856173
633	0.1328354324
634	0.1328297245
635	0.1328145614
636	0.1327841114
637	0.1327599161
638	0.1327527397
639	0.1327403009
640	0.1327259065
641	0.1327160993
642	0.1326936438
643	0.1326814084
644	0.1326616981
645	0.1326545798
646	0.1326057899
647	0.1325966959
648	0.1325681458
649	0.1325478145
650	0.1325310924
651	0.1325182783
652	0.1325029715
653	0.1324971718
654	0.1324757377
655	0.1324521938
656	0.1324309133
657	0.1324240611
658	0.1324146301
659	0.1324018258
660	0.1323773631
661	0.1323685192
662	0.1323508349
663	0.1323426114
664	0.1323252836
665	0.1322889794
666	0.1322600418
667	0.1322417735
668	0.1322346461
669	0.1322285273
670	0.1322232992
671	0.1322139307
672	0.132198511
673	0.132185025
674	0.1321822994
675	0.1321621652
676	0.1321338355
677	0.1321138215
678	0.1320848234
679	0.1320693111
680	0.1320583732
681	0.1320193159
682	0.1320057772
683	0.131987707
684	0.1319782344
685	0.1319656766
686	0.1319571172
687	0.131949853
688	0.1319372235
689	0.1319310866
690	0.1319197767
691	0.1319102032
692	0.1318972399
693	0.131881795
694	0.1318789966
695	0.1318636779
696	0.1318461684
697	0.1318155182
698	0.1317921611
699	0.1317795035
700	0.1317631514
701	0.1317576407
702	0.1317482503
703	0.131739774
704	0.1317147282
705	0.1317107197
706	0.1316983744
707	0.1316933694
708	0.1316867215
709	0.1316757752
710	0.1316608757
711	0.1316500395
712	0.1316374046
713	0.1316303294
714	0.1316198008
715	0.1316071959
716	0.1315736539
717	0.1315520423
718	0.1315366596
719	0.1315250397
720	0.1315166817
721	0.1315073467
722	0.1314775255
723	0.1314577951
724	0.1314370141
725	0.1314243029
726	0.1314166086
727	0.1314039584
728	0.131385501
729	0.1313779009
730	0.1313778799
731	0.1313668138
732	0.1313401616
733	0.1313337727
734	0.1313299222
735	0.1313199607
736	0.1313088283
737	0.1313004914
738	0.131277858
739	0.131259871
740	0.1312458536
741	0.1312280832
742	0.131222937
743	0.1312148583
744	0.1311916559
745	0.1311912752
746	0.1311877219
747	0.1311733481
748	0.1311676248
749	0.1311623326
750	0.1311562427
751	0.1311420901
752	0.1311298114
753	0.1311246615
754	0.1311187701
755	0.1311026828
756	0.131097063
757	0.1310840672
758	0.1310701511
759	0.1310549543
760	0.1310426011
761	0.131032933
762	0.1310283042
763	0.1310254339
764	0.1310080864
765	0.1309922803
766	0.1309792886
767	0.1309665311
768	0.130949699
769	0.1309325646
770	0.1309218578
771	0.1309095659
772	0.1308956684
773	0.1308718895
774	0.1308606273
775	0.1308421534
776	0.130838337
777	0.1308260704
778	0.1308131023
779	0.1307776254
780	0.1307693826
781	0.1307462904
782	0.130729341
783	0.1307233327
784	0.1307187292
785	0.130713213
786	0.1307008447
787	0.1306910574
788	0.1306827055
789	0.1306684246
790	0.1306577921
791	0.1306494869
792	0.1306374382
793	0.1306235008
794	0.1306078896
795	0.1305969085
796	0.1305890891
797	0.1305853216
798	0.1305717934
799	0.1305579887
800	0.1305455158
801	0.1305419733
802	0.1305358141
803	0.1305254905
804	0.1305158493
805	0.1305031305
806	0.1304975877
807	0.1304877916
808	0.1304747769
809	0.1304693992
810	0.1304560218
811	0.1304466855
812	0.1304276086
813	0.1304221789
814	0.130407511
815	0.1303790466
816	0.1303723821
817	0.1303645331
818	0.1303645078
819	0.1303504216
820	0.1303456423
821	0.1303342182
822	0.1303237879
823	0.1303173719
824	0.130302208
825	0.1302947246
826	0.1302810704
827	0.1302759189
828	0.1302667829
829	0.1302644089
830	0.1302467381
831	0.1302467074
832	0.1302195919
833	0.1302081457
834	0.1301998609
835	0.1301967396
836	0.1301896699
837	0.1301817879
838	0.1301705079
839	0.1301587497
840	0.1301470547
841	0.1301342691
842	0.1301262963
843	0.1301174582
844	0.1301143679
845	0.130104762
846	0.130087744
847	0.1300807065
848	0.1300682182
849	0.1300596295
850	0.1300389147
851	0.1300310675
852	0.1300244809
853	0.1300181662
854	0.1300074558
855	0.1300007689
856	0.1299963778
857	0.12998955
858	0.1299764616
859	0.129963568
860	0.1299534563
861	0.1299459743
862	0.129934744
863	0.129924295
864	0.129921426
865	0.1298943738
866	0.1298876883
867	0.1298739904
868	0.1298675621
869	0.129856389
870	0.1298507244
871	0.1298412878
872	0.1298339283
873	0.1298253609
874	0.1298206824
875	0.1298162793
876	0.129807418
877	0.1297843837
878	0.1297789382
879	0.1297604131
880	0.1297534639
881	0.1297308849
882	0.1297113528
883	0.1296984914
884	0.1296904956
885	0.1296856982
886	0.1296725216
887	0.1296679214
888	0.129664309
889	0.1296548428
890	0.1296472604
891	0.1296352708
892	0.129629926
893	0.1296299223
894	0.1296151308
895	0.1296102197
896	0.129601155
897	0.1295991021
898	0.1295935935
899	0.1295813077
900	0.129581249
901	0.1295758536
902	0.1295643123
903	0.1295544851
904	0.1295478476
905	0.1295344449
906	0.1295264787
907	0.1294981647
908	0.1294886059
909	0.1294870847
910	0.1294791087
911	0.1294440003
912	0.1294362324
913	0.1294206342
914	0.1294176514
915	0.1294144737
916	0.129396549
917	0.1293837089
918	0.1293786161
919	0.129371332
920	0.1293619552
921	0.1293544355
922	0.1293542528
923	0.129339812
924	0.1293316951
925	0.1293082752
926	0.1293049356
927	0.129296718
928	0.1292914071
929	0.1292854746
930	0.1292769626
931	0.1292696755
932	0.1292611045
933	0.1292480744
934	0.12924274
935	0.1292393665
936	0.12923194
937	0.1292207284
938	0.1292178836
939	0.1292079413
940	0.1291988548
941	0.129188057
942	0.1291835957
943	0.1291674969
944	0.1291655099
945	0.1291655067
946	0.1291641822
947	0.1291641459
948	0.1291564385
949	0.1291524595
950	0.1291441513
951	0.1291423397
952	0.1291375173
953	0.1291324229
954	0.1291178231
955	0.1291127603
956	0.1291054634
957	0.1290992901
958	0.129090785
959	0.1290798025
960	0.1290778828
961	0.1290705775
962	0.1290604088
963	0.1290523783
964	0.1290355481
965	0.1290335197
966	0.1290278346
967	0.129012752
968	0.1289979117
969	0.1289898655
970	0.1289860128
971	0.1289807928
972	0.1289722947
973	0.1289577149
974	0.1289490077
975	0.1289444128
976	0.1289374724
977	0.1289288478
978	0.1289235016
979	0.1289218739
980	0.1289148594
981	0.1289075277
982	0.1289048436
983	0.1289002765
984	0.1288868191
985	0.1288826509
986	0.1288759605
987	0.1288679636
988	0.1288579717
989	0.1288456077
990	0.1288379847
991	0.1288233682
992	0.1288057309
993	0.1288003863
994	0.1287909771
995	0.1287807077
996	0.1287760639
997	0.1287684805
998	0.1287492647
999	0.1287427589
